Texp,meanRevRate,correlation,volOfVol,meanVar,currentVar
0.0027378507871321,1.1500009025086668,-0.6398169702793192,0.38980992135667464,0.03859748599371073,0.0006038237624507134
0.0164271047227926,1.1500684287528118,-0.6369385550102832,0.39099206004352105,0.016832264047794417,0.002208271295521555
0.0219028062970568,1.152107402604783,-0.6260056450392207,0.24489774552537977,0.147671739106717,0.0012312422079628353
0.027378507871321,1.1502498359546787,-0.6469619395645955,0.2819888864007961,0.13626584449892898,0.0015271314309284838
0.0355920602327173,1.146599098261293,-1.0,0.2545285398797688,0.013911690269537015,0.0044297828928491975
0.0410677618069815,1.1406373047025886,-1.0,0.2606456173353518,0.01422445733194331,0.004469123049638641
0.0465434633812457,1.1458385068515706,-1.0,0.26499983472116245,0.04385716266310804,0.003929105881464804
0.054757015742642,1.1378503354477225,-1.0,0.28911077170218824,0.10464638215906191,0.0015912892593005423
0.0602327173169062,1.1111490463986322,-1.0,0.22679655592027045,0.01,0.004886230602948335
0.0657084188911704,1.150220892766976,-1.0,0.2924212815770875,0.10783290290638371,0.001457496451199303
0.0739219712525667,1.0591350062226386,-0.8609195010966629,0.2574189577796473,0.01,0.005112654001813752
0.0793976728268309,1.1599968197754649,-0.8820696600540794,0.3786058171327693,0.10868061101066054,0.0008905335326721734
0.0848733744010951,1.0502432093112821,-0.9476856459634301,0.33210791183110266,0.10242299564339813,0.001563295719208117
0.0958247775496235,1.1772728821110792,-0.8631390960235719,0.41211471184898196,0.10843753179941523,1.2027538118482643e-20
0.10403832991102,1.1427077825029073,-0.8701747087300931,0.3806130640083017,0.08699082048575232,0.0015431995186381679
0.11772758384668,0.9366540391446917,-0.8254392647960714,0.45891998697601766,0.12565125680959557,0.00021788189455491746
0.123203285420945,0.6932345544257943,-0.8282285301127355,0.4309572811885263,0.13950435836319122,0.0017775202815895235
0.142368240930869,1.2708359374942844,-0.8249532259938371,0.49938003847786744,0.09565410188090107,0.0003759352022364521
0.161533196440794,0.7765183510101802,-0.781250722973908,0.5583619992236766,0.15489046035744788,8.111023154224664e-06
0.238193018480493,1.175544763099749,-0.8048985201046601,0.5550739283837098,0.08209452057456333,0.0010118764065663202
0.314852840520192,1.230602589856616,-0.8039747177855661,0.5622396963433235,0.07053597195811463,0.0017052299483095094
0.39151266255989,1.515265303494743,-0.8149126804509699,0.5546662554911405,0.05465484751183499,0.002182006306309391
0.640657084188912,1.9010904566858242,-0.818577852922777,0.5448286882679118,0.043195000076337024,0.0016140356769650359
0.736481861738535,1.6291655896816442,-0.8094993518226322,0.4611579308361285,0.03201271198532287,0.011349794344940429
0.889801505817933,1.5064425646752304,-0.800012455767592,0.43669129959982234,0.026057625987526957,0.019896908169433767
1.13894592744695,1.706502467521664,-0.8215143858681571,0.5147133029822483,0.03855064183158261,0.008903331524597682
1.65639972621492,1.4238772062163574,-0.8085967260933858,0.4390649834989338,0.03505129670111609,0.018629554587268206
2.65297741273101,1.1404149347859531,-0.8018758371886301,0.4096904928937441,0.03818651125447022,0.02389685067846764
