Texp,vol,jumpInt,jumpMean,jumpSd
0.0027378507871321,5.7806718517067155e-18,8.239936510889834e-17,-0.3807917126056423,0.20105977403013076
0.0164271047227926,1.3877787807814457e-16,0.0,-0.37106546862050893,0.2012634238228202
0.0219028062970568,0.0,2.7755575615628914e-17,-0.3454477564431727,0.20205825921148063
0.027378507871321,0.05900226904182899,0.05195734979099782,-0.02999449469318608,1.4268059315576056e-05
0.0355920602327173,0.06592223823208453,6.64568998559548e-18,-0.2668092081931718,0.20147229091969127
0.0410677618069815,0.0662369702013286,9.792176692051771e-20,-0.26251884454556756,0.20178676714845223
0.0465434633812457,0.06755768686618688,5.874119446393617e-18,-0.0525880123697673,0.2006290904881466
0.054757015742642,0.06636740028997827,8.451957926115942e-19,-0.06647785461706682,0.20609827470065908
0.0602327173169062,0.06895835784049974,3.1671798669321262e-19,-0.026285726630450715,0.20785614846548203
0.0657084188911704,0.07020590304463799,2.111285731135184e-18,-0.10439423977899172,0.19333002771806077
0.0739219712525667,0.07049671886314748,1.8706731318289068e-18,-0.004936631686231992,0.21063089277569155
0.0793976728268309,0.041311153359506796,4.035292211038393,-0.029151924453132746,0.012252659373739597
0.0848733744010951,0.039254765919689766,4.878714614356501,-0.026652080254604846,0.014112246563463497
0.0958247775496235,0.0728956673135888,5.63553739865334e-18,0.06885767339407894,0.21620764452350055
0.10403832991102,0.04303451425443917,3.1365580338960117,-0.033418915374742196,0.01910595026355919
0.11772758384668,0.04571545443233848,2.3629825518732868,-0.039287170035421946,0.02257626425178519
0.123203285420945,0.046924735069576284,2.290844607424537,-0.04180328056114004,0.024473936605814272
0.142368240930869,0.04962046602646839,1.8421614128196961,-0.04960093984756852,0.02939394235403935
0.161533196440794,0.052009681178090836,1.5186591492513868,-0.05587904666463253,0.03576037433489458
0.238193018480493,0.054283514062245235,0.9391171445223188,-0.08091268354963815,0.05064447449952857
0.314852840520192,0.05723480968126724,0.7072118507343553,-0.10221561839124195,0.06507942529194696
0.39151266255989,0.059120408343931896,0.5908520278328377,-0.11935750756404062,0.07657147252775393
0.640657084188912,0.0641593644398489,0.4364067414475855,-0.15793340425125188,0.10367999428306045
0.736481861738535,0.06557626787190941,0.3855765274308056,-0.1710404113086096,0.11478832373165948
0.889801505817933,0.0688286798362076,0.3357993851522058,-0.19512676219587916,0.13469366343018654
1.13894592744695,0.07310575184846983,0.27188418333935777,-0.23342418949374802,0.15628302398690078
1.65639972621492,0.07982141673216205,0.2117836803241708,-0.282796060387046,0.1871832482387316
2.65297741273101,0.08653967501776708,0.15041750509684468,-0.37547559009129433,0.22869092825297402
